id,premise,hypothesis,lang_abv,language,label
368bc8a348,"Although it ceased to be a political capital in 1707 (when Scotland joined with England to create the United Kingdom), Edinburgh was at the forefront of intellectual debate.",Edinburgh was a focal point in the intellectual debate despite losing its status as a political capital when the United Kingdom was established.,en,English,0
bb35e7ccd1,"Sure enough, there was the chest, a fine old piece, all studded with brass nails, and full to overflowing with every imaginable type of garment. ",The chest wasn't big enough to completely contain all of the garments.,en,English,0
8b6030f5c4,There are certain categories of control activities that are common to all agencies.,All agencies share some things in common in certain regards.,en,English,0
6cc65d9af8,"oh, just about nothing.","Yes, there is a ton.",en,English,2
bdb3d8b608,"According to a board official, the board's Section 605(b) certifications were not separately filed with the chief management advisor for small business affairs (SBA).",The board did not issue SBA certificates.,ar,Arabic,0
31dcc56a6e,"It is the official solution, Liq. ",This is officially the solution.,en,English,0
d86c51ada5,"There are factory showrooms in the Pedder Building, 12 Pedder Street, in Central.",The Pedder Building was long ago abandoned and contains nothing inside.,en,English,2
e52a9d88a4,"Two very old romances still sung in the southwest are La Delgadina, which tells of incest, and La Aparicien, dating from the fifteenth century in Spain.",La Delgandina still remains in New Mexico.,ru,Russian,1
d0b3f7972c,"On Fox News Sunday , host Tony Snow touted a poll showing that 60 percent of Americans think the allegations represent a pattern of behavior.",Tony Snow has been the host on Fox News Sunday for four years.,en,English,1
92d0ddda05,And who the hell can you be? he finally exploded.,He muttered quietly to himself the whole time.,fr,French,2
cdef01e4dc,"We'll be the first to admit we make mistakes, but most of those are bureaucratic.","We make errors sometimes, and we have no problem admitting it.",en,English,0
7755e4e881, Two more weeks with my cute TV satellite dish have increased my appreciation of it.,"No matter how long I have the satellite dish, I just don't like it,",en,English,2
4590e3fdc8,"Pachucas were the friends of the pachucos, but they also had their own style of dress.",Pachucas are just Pachucos.,de,German,0
b57d25d043,"While test results from substance searches were above the national average, metal detector and x-ray results were below average.",X-ray test results were well above the national average.,zh,Chinese,2
2306d37877,Pesticide concentrations should not exceed USEPA's Ambient Water Quality chronic criteria values where available.,"If the USEPA has an Ambient Water Quality value availalbe, pesticide concentrations should not exceed those values.",en,English,0
cb80859bca,"We can leave them and let them die, said Thorn.",Thorn told us we could leave them to die. ,en,English,0
3276242584,"The main funding source for Maryland's legal services to the poor has fallen on hard times, and advocates are preparing to seek unprecedented state financial help - even as they keep an eye on a legal challenge that threatens to cut off a main source of funding for such services nationwide.",Nationwide legal services have a surplus of funding from both state and local governments. ,en,English,2
db0fbb1145,California is high,California is all crazy to welcome the new year.,en,English,1
61eff3df10,They said that (1) agencies need to be able to design their procedures to fit their particular circumstances (e.g.,It was stated that each entity should match their methods of operation to fit their particular situations.,en,English,0
093ab88402,It is constrained by laws and regulations formulated by Congress over more than two centuries.,Many of the laws and regulations are obsolete by now.,en,English,1
cce9db6147,Culebra was known as the Spanish Virgin Island until it was claimed by the US. It is located halfway between Puerto Rico and St. Thomas in the US Virgin Islands.,"Culebra is located somewhere between Puerto Rico and St. Thomas, US Virgin Islands.",bg,Bulgarian,1
aa4a354352,"Until you do the deed, you don't realize that, in Lincoln's mind, the defining moment of the founding was 1776, the signing of the Declaration of Independence.",Many historians disagree with Lincoln's interpretation of these days.,el,Greek,1
16729fddd4,"There are plenty of other arts and cultural options in Indianapolis, though none better than the Civic Theatre.",The Civic Theater is located in downtown Indianapolis.,es,Spanish,1
96f2203545,"Yeah, well, the guy is there.",The guy arrived two minutes ago.,fr,French,1
409cf6fc4c,the second one she has is one of the dogs from the trash and yes the male used to have a problem with his teeth.,The man with the tooth problem and the second puppy from the dump.,vi,Vietnamese,0
032001d8d0,And these are tough times for reviewers in general.,Specialist reviewers or reviewers with seniority are having an easier time of it.,en,English,1
b321971ea8,'It's that kind of world.',This was unusual for the world.,en,English,2
fa7c793ca2,"6See also Internal Control Management and Evaluation Tool (GAO-01-1008G, August 2001).",The tool for control management.,en,English,0
1eeee9a610,it's actually there well Iraq has had uh designs on that place since nineteen twenty two so you know it wasn't like something that just suddenly popped up,The weird thing is that Iraq was never interested in that place until now.,en,English,2
44cd6bc1e3,The FDA solicited comments on these requirements in the notice of proposed rulemaking and has evaluated and responded to them in the preamble to the final rule.,The FDA did not seek out comments on these requirements regarding the proposed rulemaking.,en,English,2
14e8b25121,No. I guess I'm going too.,I guess I'm not going to come.,en,English,2
7e995141ef,Scotland became little more than an English county.,Scotland was hardly better than an English county. ,en,English,0
ac9e000310,Split Ends a Cosmetology Shop is the epitome of elegance combined with gentle talk at low volume.,Split Ends is a hair salon.,th,Thai,0
fbea32d6aa,"Vanilla, extracted from the seeds of tropical plants, was borrowed from the Spanish vanilla, which denotes a flower, fruit, or flavour.",Vanilla is extracted from a tropical plant.,ar,Arabic,0
cb34417f1d,"This could be our control tower, he suggested to Vance, pointing to the corner of the bookshelf.",Someone is talking to Vance.,ru,Russian,0
605257c567,"For the community of nations, therefore, to be recognized, equal to us, say, regarding the right to vote in the United Nations General Assembly 'there is an easily enforceable standard.",Every country has the right to vote.,vi,Vietnamese,1
7544b325ee,"Including emergency visits in a benefit analysis that already takes into account hospital admissions, for example, results in double counting of some services if the hospital admissions category includes emergency room visits.",The hospital fees are sometimes twice as high as the state aid.,de,German,0
d9a60b1ec7,This welcome package was hand delivered during an onsite visit from one of Medicare's 19 Texas field agents.,The welcome package is appreciated by those who receive it.,th,Thai,1
c6b0bc0650,"Captain Bullard, standing at the rail, with Lord Julian at his side, explained himself.",Captain Bullard and Lord Julian stood forty feet apart.,zh,Chinese,2
